conhecimento	escola
barrar	engarrafar
esfoladela	esfoladura
absolver-se	isentar-se
competente	gabaritado
jogar	projetar
estiolar-se	queimar
lisonjear	satisfazer
experiência	prática
folgar	soltar
intensidade	veemência
avaro	sovina
acolher	agasalhar
abscôndito	oculto
desassossego	inquietação
apanhar	apropriar-se
bocó	zote
extenuar	languescer
descansar	poisar
burlesco	cômico
abobado	abobarrado
encanastrar	entrelaçar
vigiar-se	vigilar-se
afadigar	pregar
alevantar-se	pronunciar-se
orifício	vão
escalavrar	estrompar
encasar	inculcar
disfarçar	solapar
rombo	rompimento
parasitar	sugar
alimentar	conservar
aboiar	bubuiar
carinhosamente	meigamente
cismático	cogitabundo
mungir	ordenhar
topada	trombada
fatigante	paulificante
chegar	vingar
gargantão	glutão
desengrandecer	desvirtuar
otário	trouxa
fecúndia	riqueza
batida	rebordosa
esborniar	frangalhotear
andrômina	artifício
recuperar	renovar
explicar-se	ilustrar-se
drenar	extrair
bem-proporcionado	esbelto
molesto	secador
assecla	partidário
afetivo	namorado
chicote	relho
aconchegar	vizinhar
ângulo	ponta
chasqueador	ludibrioso
froixo	relaxado
aiaia	brinquedo
bafejo	brisa
coalhar	solidar
aloirar	enloirecer
cuspidor	escarradeira
desanojar-se	desenfastiar-se
árido	fastiento
decantar	refinar
caçoante	zombador
encrespação	enfurecimento
concretizar	efeituar
abaré	padre
esplandecer	fulminar
comover	desencruar
ajeitar	congraçar
falange	multidão
instintivo	natural
assanhar	derrancar
intencional	premeditado
corrugar	encoscorar
dúctil	flexível
adjacente	arredor
repousado	sopitado
alambicado	enfatuado
liame	nó
estraçalhar	estraçoar
assovelado	provocado
floreado	flóreo
desgastado	surrado
derramar	partir
indefendível	indefensável
burla	fraudulência
degradar	desonrar
pleonástico	redundante
gordaço	gordalhufo
direito	sério
insurrecionar-se	sublevar-se
alarve	grosseiro
lôbrego	tétrico
chilrear	estribilhar
falta	imperfeição
devotamente	religiosamente
crena	fissura
ancho	enfatuado
corretora	terceira
desamparo	solidão
despojo	presa
mesclar-se	promiscuir-se
querela	quizília
obedecer	trilhar
assassinar	destruir
despojar	orfanar
efeito	êxito
experto	mestre
idêntico	parecente
abrupto	ladeirento
surpresar	vislumbrar
contrapor	voltar
cumular	encastelar
postulado	rogado
endurecer	revitalizar
flagelo	zorrague
lusíada	lusitano
chibatada	verdascada
agro	decepção
particularmente	privadamente
engabelar	impingir
memorável	memorial
abrandar	desempedernecer
deslocar	desnocar
amota	marachão
acenar	menear
desarmonizar	dissentir
aviamento	preparativo
arrematação	rematação
chiar	ferretoar
nebrina	nevoeiro
bem-criado	fino
sobrevivente	supervivente
exulcerar	ulcerar
alimentação	estimulação
amolestar	vulnerar
autenticar	validar
cornadura	haste
reconstituir	reparar
oxigenar	vigorar
desenhar	esplender
poeirento	polvoroso
generoso	ubertoso
empedrenir	endurar
salpicado	sarapintado
focalizar	marchetar
escorchar	sobnegar
basear-se	estear-se
cravado	fixo
decorrência	decurso
acarminar	envermelhecer
emparelhamento	nivelamento
destoucar	enfear
matulagem	sarandagem
espículo	pua
esquentar	irar
encruentar-se	incitar-se
exaustão	sobernal
confim	fronteiro
acima	ascensionalmente
galgar	vingar
enfeitado	paramentado
generalizar	preconizar
rir	vasconcear
calado	embuchado
tríada	trio
acochar	inquerir
chispar	indignar-se
mazorro	napeiro
aparvoado	mazanza
tramolhada	tujuco
desacordo	discrepância
calmar-se	desencalmar-se
emanar	transverberar
fugir	zarpar
cobardia	covardia
cortar	obstruir
derrubamento	prostração
entaleigar	preencher
desautorizar	negar
afastar-se	alhear-se
encruecer	insensibilizar
imprevisto	súbito
comportável	conciliável
congênere	parecido
escumante	espumígero
emplasmado	valetudinário
abordada	abordagem
carnear	siderar
nervoso	nevrino
pragmática	protocolo
achatar	esmagar
bojamento	bojo
anulação	inutilização
emborrascar	revoltar
intumescente	tumefato
alcatruz	caçamba
desflorestar	desmoutar
gênio	temperamento
melindroso	puro
denudar	despir
emoldurar	revestir
achatar-se	agachar-se
baldaquino	sobrecéu
bilontragem	vergalhada
gaguejar	tartamudear
provir	vir
estrilar	estrondear
adorno	guarnecimento
encarcerar-se	enterrar-se
ajudar	servir
tosquiar	trosquiar
estilar	gotejar
ímã	magnete
descrédito	queda
luxo	riqueza
boldrié	talim
azul	ébrio
briguento	rusguento
esperdiçante	gastador
dealvar	lavar
alusivo	concernente
galonar	louvar
amoedado	opulento
mindinho	mínimo
alcunhar	sobrenomear
trajado	vestido
alardear	pracear
penalizar	pungir
discurso	predicação
comprimir-se	contorcer-se
agourar	saber
associação	congregação
opressão	violência
patranha	tretas
grossaria	grossura
amoestar	censurar
batalha	torneio
apaziguar	tranqüilizar
arrufar-se	enchoiriçar-se
alienar-se	enlouquecer-se
estoiro	trovão
flamífero	flamígero
apepinar	tourear
parvajola	zângano
endurentar	esticar
designado	nomeado
antepor	preferir
alheado	desassisado
engrinaldar	recompensar
estupidez	parvoíce
aceitação	aprovação
desgostoso	dissaboroso
esboroar	esbroar
congênito	nativo
rodamoinho	tragadoiro
insolente	petulante
inscrição	lançamento
pingotear	transcoar
adivinhar	depreender
deludir	tapear
afutricar	fuxicar
afigurar-se	recordar
sirtes	transe
infrutuoso	ocioso
sorrelfa	sovina
conveniente	pertinente
estrangeiro	forasteiro
abordar	versar
abusado	intruso
carão	tosa
dessossego	fogo
devasso	imorigerado
codilhar	embaçar
limitar	reduzir
bailarim	dançarino
aproveitamento	préstimo
degeneração	podridão
estrondoso	sumptuoso
desconhecer	subestimar
amente	delirante
refocilar-se	vadiar
gasto	safado
alambicar	madurar
capacitado	capaz
burlaria	falsificação
dessaborido	dissaborado
enlevar	envolver
escarcéu	grita
assetar	detrair
cacarejar	chilrar
emborralhar	enlodar
arvoamento	desorientação
predito	prognosticado
enfim	finalmente
alabarar	foguear
ensombro	toldo
guiar	levar
evadir	zarpar
derrogar	revogar
instigar	levar
mostrar-se	repontar
furdunçar	pagodear
compungido	pesaroso
molestado	ofendido
difamado	enodoado
cauíla	tacanho
ferramenta	utensílio
absoluto	tirano
inativo	sedentário
empedernir	endurecer
estrabar	laxar
enxugo	varal
ardiloso	sonso
generalidade	universalidade
amarroado	pensativo
sentir	travessar
cúpido	sequioso
detalhar	maquinar
impolidez	malcriadez
aplastar	esbofar
soalhar	veicular
deformidade	perversão
afigurar	traçar
estímulo	sugestão
espipocar	estralar
cadimo	sagaz
desvalijar	sonegar
carniceiro	magarefe
malhar	vasconcear
encolher	intimidar
escabichar	esmerilhar
apurar	procurar
nota	observação
manter-se	nutrir-se
álbido	alvacento
extremar	reduzir
arrijar	inteiriçar
radical	radicalista
rememorar	ver
nítido	resplandecente
afamar-se	resplender
capanga	pistoleiro
longânimo	magnânimo
conatural	nato
barcada	barcagem
enregelar-se	gelar-se
espigado	graúdo
enxuto	seco
avoado	confundido
imbecil	parvo
desemburricar	morigerar
incender-se	incendiar-se
milagroso	tremendo
raspado	sumido
amabilidade	meiguice
alveiro	entrebranco
impureza	sujidade
flutuar	patetear
debicar	sotaquear
quéchua	quíchua
muscoso	musgoso
alumiar	clarear
encondensado	substanciado
contemporizar	repoisar
cominuir	moer
firma	rubrica
animador	confortador
afofado	regateiro
manino	pequenino
cacunda	canastra
panorama	perspetiva
duvidosamente	hesitantemente
desnortear	entontecer
altivamente	arrogantemente
encarvoado	encarvoejado
relevar-se	sobrelevar-se
assar	queimar
flente	lacrimante
atração	desejo
achinfrinado	turbulento
contratar	firmar
altaneiro	cachaceiro
falcado	falcular
crendeiro	simplório
acautelado	velhaco
esquipático	extravagante
corretor	intercessor
distraimento	prazer
edulcorar	placar
desalento	desanimação
bêbado	mordido
aninhar-se	encafurnar-se
rapinador	rapinante
birote	pericote
idealizar	sonhar
aporreado	espancado
desvaecer-se	extinguir-se
molestar-se	quizilar-se
jubiloso	jucundo
apresto	avio
corporatura	vulto
aflado	assoprado
beijar	oscular
gabar-se	timbrar
eclipsar-se	socar-se
apalavrado	concertado
assegurar-se	fundar-se
debruçar-se	enconchar-se
escarapelar	escarpelar
asinário	manco
delusório	quimérico
contentar	repousar
alicantinador	alicantineiro
sumamente	sumariamente
partir-se	remoer-se
altanado	alterado
apontado	sugerido
transubstanciar	transvestir
abreviativo	simplificador
sarçal	silvado
concurso	cooperação
enrodilhar	trautear
desprecavido	imprevidente
corrupção	depravação
desfazer-se	estilhaçar-se
desunir-se	esfazer-se
triunfante	vencedor
britar	migar
grau	predicamento
estabelecimento	instauração
singelo	virginal
torcedura	torcilhão
apregoar	disseminar
epitomar	recapitular
bagaço	engaço
calcitrar	engravitar-se
estilhaçar	estilhar
acanhamento	aperto
acasalar-se	concubinar-se
progenitura	sóbole
gases	vento
dobramento	vinco
amargor	amargura
desobrigar	exonerar
aperaltar	janotear
inação	irresolução
flébil	triste
acre	agro
importância	respeito
desalagar	desencalhar
precatar-se	precautelar-se
desclassificar	quartejar
baixeza	labéu
censionário	censitário
homotermal	isotermo
derrubar	desmontar
mogangueiro	munganguento
pelintra	somítico
galreador	galrejador
ajarretar	truncar
cheiroso	olorado
amável	caroável
fascinador	sedutor
apoiar-se	escudar-se
lambão	paspalhão
desconsiderado	irrefletido
arrumar	expelir
pulgoso	pulguento
encervejar-se	encharcar-se
escuro	turvo
desenrolar	sucessão
arrojo	lançamento
exatamente	mesmo
puníceo	rubicundo
estafado	puído
alarvado	grosseiro
insistente	testudo
engendrar	ter
comprometer	compromissar
desfolegar	resfolegar
indisciplinado	rebelde
cabalar	enredear
bastão	denso
enegrecer	rebaixar
apaniguar	sorrir
descompor-se	desorganizar-se
domar	sopear
energia	valentia
cumprir	interessar
azeitoso	graxo
aragem	bafejo
formoso	preclaro
atrito	cisma
demão	retoque
criticável	culpável
carregar	prostrar
ponteado	pontoado
aventar	refrescar
pegar	unir-se
encorrugir	enrugar
bater	delombar
alumbrar-se	iluminar-se
flamejar	fulminar
lavor	trabalho
laborioso	molesto
desentalar	desvincilhar
alheio	inatento
delírio	desatino
afetar-se	prejudicar-se
adormentar	amortificar
confinar	determinar
declivado	escarpado
assombroso	estranho
nublar-se	turvejar-se
burlescamente	comicamente
peruar	requestar
jaldinino	jalne
compacto	maciço
mencionar	pronunciar
aguerrido	varonil
bexigar	trotear
minar	surdir
despundonorado	despundonoroso
entressachar	intervalar
infecionado	infectado
empilhamento	sobreposição
garguitear	ufanar-se
despedaçamento	dilaceração
embatucar	entrelaçar
arcabouçar	riscar
duplicador	duplicante
traquinagem	travessura
bacorejo	intuição
eventual	ocasional
desvairar	embebedar
acurvado	alombado
espaventar-se	sobressaltar-se
tunador	vagabundo
acercar-se	aconchegar-se
argumentar	renhir
encabeçar	sobreintender
ambilateral	bilateral
avassalamento	extermínio
cova	furna
profecia	vaticínio
abarreirar-se	resguardar-se
escumoso	espumígero
apurado	requintado
imaturo	prematuro
murcho	ressequido
destroço	dissipação
assanhar-se	encolerizar-se
desabituar	desacostumar
descerrar	respirar
desmerecer	rebaixar
pergurar-se	transfixar-se
aliciador	aliciante
encelar	trincafiar
forjado	maquinado
aborto	anomalia
diabrura	molecagem
deflexão	deslocamento
peleja	prélio
partimento	repartição
debochar	troçar
morrer	rematar
converter-se	imutar-se
emburricar	engabelar
caixa	caixote
traspasso	vagareza
abraço	ligação
afronta	ataque
colina	morro
garalhar	papaguear
especificador	especificativo
cacaria	caranguejola
ataviar-se	embonecar-se
afortalezar	oxigenar
caolho	zerê
escorrência	liqüidez
desacautelado	imprevidente
acumulação	aglomeração
desenleio	destrinça
acreditar	crer
irradiar	lançar
experimentar	tentar
confranger	morder
fedegoso	fedorento
assomada	pique
mudar-se	trocar-se
ralhação	ralho
catar	seletar
alumiamento	luzimento
encerrar-se	terminar-se
rodilhar	tapear
atalaia	vedeta
emprenhar	galar
acurtar	compactar
percentagem	porcentagem
abundar	sobreabundar
ignóbil	miserável
afamar	celebrizar
chorrilho	montão
dardejar	relampadear
extinguir	solver
aconchegado	aproximado
moderar	suavizar
lutar	questionar
prevaricação	salacidade
estábulo	estala
uniformar-se	uniformizar-se
asneira	babugeira
antevidência	previdência
descontrole	desgoverno
ostensível	visível
caco	entulho
luta	pendência
deslumbramento	fascínio
azuretar	desatremar
galantear	ornar
acabamento	destruição
bobo	patau
laconizar	substanciar
esbandulhado	esbarrigado
reinterrogar	reperguntar
conjeturar	esmar
alternação	diversificação
francófilo	galófilo
conclusivo	dedutivo
amancebado	cambondo
bem-sonante	sonoro
alçado	levantado
farraparia	fragalho
enfiar-se	imitir-se
destituído	escasso
imponderado	irrefletido
arcaico	cediço
contestação	negação
farronca	roncaria
enantrópico	endógeno
indisciplinar-se	insubordinar-se
perseverante	persistente
desatar	revogar
adubar	assazonar
anemiar	consumir
acoutar	gasalhar
canal	medianeiro
inadmissão	rejeição
diminuir	suavizar
arregalar-se	esbugalhar-se
glorificar	santificar
cabimento	propósito
complementar	trancar
desconsolado	dessaboroso
murchar	secar
descontinuidade	interrupção
escovar	increpar
enfarruscar-se	turbar-se
acalorar-se	entusiasmar-se
antagonismo	paradoxalidade
palhetar	trotear
alarido	tumulto
desbulhar	privar
pingo	salpico
retrosseguir	retrotrair
impelente	impulsivo
afilar	definhar
represália	vindita
gozar	sotaquear
barulho	ostentação
abalar	tumultuar
desbriado	protervo
estorvar	pejar
ababocado	mazanza
alumiação	iluminação
aliviar	moderar
salubre	saudável
exíguo	minguado
aviso	informe
ardente	caloroso
amofumbar	colorar
desterrado	proscrito
declaração	documento
ajuntar	conchegar
iriante	irisante
abrolho	percalço
amalgamar	fundir
gabo	vaidade
engazopado	logrado
altercar	testilhar
embridar	reprimir
desaferrar-se	soltar-se
abjugar	desaconchegar
barbear-se	raspar-se
erriçar-se	hispidar-se
limiar	origem
encoirado	encourado
desacomodar	dessossegar
cheirar	intuir
persuasível	ponderoso
despedimento	exoneração
aboquejar	caluniar
encurtar	epilogar
acovardar-se	estremecer-se
mania	vício
contender	triscar
atumultar	convulsar
campânula	redoma
encamisada	quê
desvirtuamento	distorção
boucera	tomento
endiabrado	treloso
encruar	encruecer
estendedouro	varal
estopar	madornar
mísero	perverso
palerma	palonço
descortinar	perceber
apertura	rascada
cabortar	carapetar
alcoviteiro	intrigante
rocioso	rórido
agitação	fogo
cabisbaixo	humilhado
inecessário	prescindível
autoctonia	autoctonismo
cadinho	crisol
destristecer	triunfar
amaciar	quebrar
demasiar-se	exorbitar
precaução	prevenção
abarrotado	superlotado
exposição	sujeição
desamparado	retirado
desanimar	torpecer
diadema	nimbo
abrigar-se	cobrir-se
humilhador	humilhante
esticado	retesado
anelo	ânsia
burlante	trapaceiro
festeiro	folião
atrever-se	botar-se
aquietar-se	sossegar-se
prestamente	prestemente
desfear-se	desguarnecer-se
dicionário	léxico
acôntio	seta
chocarrear	rir
assediador	assediante
desatremar	discrepar
cessar	terminar
rapar	unhar
comentação	comentário
exaltar-se	presumir
máximo	tope
impressionante	tocante
apolvilhar	empoar
atirar-se	derrocar-se
desregrado	exagerado
plastrão	plastrom
arrufado	hirto
carapé	pencó
palrar	tartarear
corrugado	engelhado
embaraço	engasgamento
recuperativo	recuperatório
privar	trosquiar
machacaz	machucho
ovniomania	ufomania
refreável	sofreável
converter	transubstanciar
